Disorder,Category,ache,death,pain,severe,suffer,good,lucky,cure,happy,mild,summary
STI,Infectious,0.07934267818927765,-0.06023392826318741,0.038162387907505035,0.11071039736270905,0.04746843874454498,0.11286070942878723,-0.09294179081916809,0.10381978005170822,-0.040987685322761536,-0.02325405925512314,0.3057887452586623
Protozoan Infection,Infectious,0.07727192342281342,0.3548673391342163,0.10410592705011368,0.155257448554039,-0.028565121814608574,-0.15442197024822235,-0.1501457542181015,0.17185689508914948,-0.1653723120689392,0.061265524476766586,-2.4928506905443064
NOS Immune Deficiency,Immune,,,,,,,,,,,
Allergic Rhinitis,Immune,0.0055268555879592896,0.04698335379362106,0.2537543475627899,0.18943731486797333,-0.05761415511369705,0.029642842710018158,-0.08807907998561859,0.10467098653316498,0.11572442203760147,0.21782523393630981,-0.6206750361131227
Dermatomyositis Polymyositis,Immune,0.001418411498889327,0.023114150390028954,0.08982758224010468,0.15237179398536682,0.11112114787101746,-0.16692154109477997,-0.16744306683540344,0.017587710171937943,-0.0901561826467514,0.13736219704151154,-2.5596885533791895
Asthma,Immune,-0.061067596077919006,0.3009999990463257,0.40933501720428467,0.3513562083244324,-0.03711773082613945,-0.008756750263273716,-0.11377153545618057,0.1247296929359436,0.05571466684341431,0.2963230311870575,-1.8827422285051394
Vasculitis,Immune,0.10656091570854187,0.3202926218509674,0.296255886554718,0.3420628011226654,-0.0663788765668869,-0.06827129423618317,-0.12528526782989502,0.14434398710727692,-0.14756269752979279,0.31134071946144104,-2.062993290812982
Food Allergy,Immune,0.03246848285198212,0.13812685012817383,0.19679631292819977,0.20600242912769318,-0.014239651151001453,0.05302371829748154,-0.06347840279340744,0.20671822130680084,0.10325561463832855,0.22772051393985748,-0.48839209973246384
Rheumatoid Arthritis Related Conditions,Immune,,,,,,,,,,,
Phlebitis Thrombophlebitis,Immune,,,,,,,,,,,
NOS Hepatitis,Immune,,,,,,,,,,,
Secondary Arthropathy,Immune,,,,,,,,,,,
NOS Autoimmune Disease,Immune,,,,,,,,,,,
Inflammatory Spondylopathies,Immune,,,,,,,,,,,
Ulcerative Colitis,Immune,0.005554242059588432,0.20373007655143738,0.2488522082567215,0.2633531987667084,-0.05582097917795181,0.08277280628681183,-0.016605470329523087,0.29219383001327515,0.0669775977730751,0.20857125520706177,-0.521727434745033
IBS Crohns Disease,Immune,,,,,,,,,,,
Chronic Sinusitis,Immune,-0.0800500139594078,0.06844091415405273,0.2709437608718872,0.32666948437690735,0.013799235224723816,-0.11536829173564911,-0.19341906905174255,0.0932084321975708,-0.06395494192838669,0.30120542645454407,-1.8930286490337023
Septic Arthritis,Immune,-0.0243455171585083,0.25619974732398987,0.3040160536766052,0.26417288184165955,-0.019072899594902992,-0.019694650545716286,-0.0009079203009605408,0.1775774359703064,-0.023654811084270477,0.21361079812049866,-1.8680798160441907
Multiple Sclerosis Other Demyelinating Disease,Immune,,,,,,,,,,,
Lupus Erythematosus,Immune,0.005347423255443573,0.17908331751823425,0.1709863394498825,0.22329193353652954,-0.07841574400663376,-0.1609141230583191,-0.1728006899356842,0.04107028618454933,-0.1248776838183403,0.1352795958518982,-2.6123283269926585
Psoriasis Related Disorders,Immune,,,,,,,,,,,
Type I Diabetes Mellitus,Immune,0.14472483098506927,0.14227190613746643,0.047201238572597504,0.2550082802772522,0.09681782126426697,-0.1523955762386322,-0.09274298697710037,0.037599243223667145,-0.01479564793407917,0.27487555146217346,-2.2074555675527203
Sjogrens Syndrome,Immune,0.0878487154841423,-0.002651780843734741,0.14670629799365997,0.15635839104652405,-0.05790860205888748,-0.07150287181138992,-0.13638947904109955,0.1196553111076355,-0.05996423959732056,0.1814090758562088,-1.1510062785774842
Upper Respiratory Inflammation,Immune,,,,,,,,,,,
Eye Inflammation,Immune,0.13503411412239075,0.05592746660113335,0.2790156304836273,0.2546482980251312,-0.08989925682544708,0.011270231567323208,-0.05332772433757782,-0.01738446019589901,0.050978440791368484,0.28168821334838867,-1.4446545805725157
NOS White Blood Cell Disease,Immune,,,,,,,,,,,
NOS Immune Disorder,Immune,,,,,,,,,,,
Fasciitis,Immune,-0.016702163964509964,0.1668613851070404,0.3863420784473419,0.33668628334999084,-0.03353540599346161,-0.019826769828796387,-0.029905714094638824,0.2663255035877228,0.024853207170963287,0.3346969485282898,-1.20111989816672
Behcets Syndrome,Immune,0.12329355627298355,0.029949292540550232,0.129367396235466,0.2868824303150177,0.08313596248626709,-0.03508519381284714,-0.0922619104385376,0.14061132073402405,0.025462936609983444,0.23301361501216888,-1.2408541134996924
Osteoarthritis,Immune,0.07745478302240372,0.2658365070819855,0.5523321628570557,0.27915653586387634,0.08422601222991943,0.0062591140158474445,0.005700374022126198,0.19320273399353027,0.042548488825559616,0.26101118326187134,-1.7788643148457228
Lymphatic Disorder,Immune,0.06721845269203186,0.06867188215255737,0.02056133933365345,0.08083062618970871,-0.04699407517910004,-0.011526033282279968,-0.059223271906375885,0.08406076580286026,0.018872516229748726,0.051676295697689056,-0.8498941768391817
Esophagitis,Immune,-0.04740948602557182,0.18547633290290833,0.30832764506340027,0.31920498609542847,-0.02467612363398075,0.09832499921321869,0.002960614860057831,0.2629801332950592,0.08398925513029099,0.4150572717189789,-0.4666711387446711
Osteomyelitis,Immune,0.0018164142966270447,0.3371356129646301,0.3847150206565857,0.33448103070259094,-0.02779236063361168,-0.007568866014480591,-0.03716755658388138,0.3496798574924469,-0.08215990662574768,0.22720162570476532,-1.5961825540982995
Rheumatic Heart Disease,Immune,0.04757559671998024,0.3353313207626343,0.11325260996818542,0.2662072777748108,-0.013425003737211227,-0.021864239126443863,0.10720247775316238,0.16378913819789886,0.06695662438869476,0.1785350739955902,-1.4932387921282781
Acute Sinusitis,Immune,-0.011303428560495377,0.11659613996744156,0.27478477358818054,0.28956013917922974,0.061591748148202896,-0.08755367249250412,-0.16223938763141632,0.18062834441661835,-0.005209656432271004,0.2816207706928253,-1.6662480435530613
Chronic Tonsillitis Adenoiditis,Immune,,,,,,,,,,,
Thyroiditis,Immune,0.10105715692043304,0.17893005907535553,0.24438197910785675,0.23672664165496826,-0.05743790790438652,-0.08186855912208557,-0.033154506236314774,0.2140655666589737,0.07076007127761841,0.25168946385383606,-1.167496630880491
Pleuritis,Immune,0.08895012736320496,0.06743796169757843,0.24668355286121368,0.4072117507457733,-0.04265480488538742,-0.09342430531978607,-0.1392126977443695,0.06248505413532257,-0.1333910971879959,0.35718265175819397,-1.9823373161223976
Atopic Contact Dermatitis,Immune,,,,,,,,,,,
Gastritis Duodenitis,Immune,0.09195996820926666,0.013786012306809425,0.012217181734740734,-0.004986901767551899,0.05160876736044884,-0.15248094499111176,-0.10453780740499496,-0.03746030107140541,-0.06921327114105225,0.16322028636932373,-2.0621688729669514
Graves Disease,Immune,0.16467708349227905,0.14932692050933838,0.12351808696985245,0.14708676934242249,-0.014616195112466812,-0.057233989238739014,-0.05985454469919205,0.2140190452337265,0.07724890857934952,0.17449182271957397,-0.8328966447406391
Cystitis Urethritis,Immune,0.10867967456579208,0.01618560589849949,-0.023532809689641,0.02962951362133026,-0.019977819174528122,-0.012190677225589752,-0.1555039882659912,0.0686524286866188,-0.1580776572227478,-0.02641451358795166,-1.2855742964284775
Stuttering,Neuropsychiatric,0.05684714391827583,0.16693659126758575,0.2350773811340332,0.15114755928516388,0.06131792813539505,-0.02002168446779251,0.0016724113374948502,0.11551063507795334,0.2519305944442749,0.15828447043895721,-0.8571374184758692
Speech Language Disorder,Neuropsychiatric,,,,,,,,,,,
Autism,Neuropsychiatric,0.16457974910736084,0.1018267571926117,0.14308279752731323,0.1252373903989792,0.03894402086734772,-0.007387001067399979,-0.12303078174591064,-0.05188080295920372,0.09608081728219986,0.10535535216331482,-1.8578560106406197
NOS Childhood Psychoses,Neuropsychiatric,,,,,,,,,,,
OCD,Neuropsychiatric,0.17493341863155365,0.055224403738975525,0.2702939808368683,0.044448819011449814,-0.006707683205604553,0.004740790463984013,-0.02193780243396759,0.0863594114780426,0.22555331885814667,0.06880592554807663,-0.3707855626332737
Eating Disorder,Neuropsychiatric,0.02844354510307312,0.0936191976070404,0.379607230424881,0.10776074230670929,0.05125498026609421,0.030611321330070496,-0.02074606716632843,0.04202139750123024,0.22715996205806732,0.10874198377132416,-1.008326673317369
Personality Disorder,Neuropsychiatric,0.1397992968559265,0.19861546158790588,0.22685086727142334,0.16935646533966064,-0.00969574972987175,0.007101450115442276,-0.03390674293041229,0.07482262700796127,0.232937291264534,0.18216364085674286,-1.0378390147439047
Impulse Control Disorder,Neuropsychiatric,0.14092174172401428,0.15373286604881287,0.2532055675983429,0.19810058176517487,0.057339150458574295,-0.09400145709514618,-0.05039111524820328,-0.11592379212379456,0.15657265484333038,0.25200799107551575,-1.9624019696801374
PTSD,Neuropsychiatric,0.0982770323753357,0.25502145290374756,0.40535953640937805,0.2082936018705368,0.014622826129198074,0.0035536549985408783,-0.007740195840597153,0.08441641926765442,0.27218687534332275,0.13764514029026031,-1.450944359481343
Adjustment Disorder,Neuropsychiatric,0.08806122094392776,0.0273502916097641,0.15550537407398224,0.1748901605606079,-0.004332467447966337,-0.05210144445300102,-0.20221933722496033,0.0040919361636042595,0.04561551660299301,0.23850516974925995,-1.6676700952157797
Depression,Neuropsychiatric,0.21546466648578644,0.3433683216571808,0.595726490020752,0.37791845202445984,0.07138194888830185,-0.04303114116191864,-0.0750582218170166,0.068060964345932,0.12010058760643005,0.3140098750591278,-2.1548471589450875
Learning Disorder,Neuropsychiatric,0.10780343413352966,0.1060245931148529,0.12580303847789764,0.1640286147594452,0.04752569645643234,-0.10623982548713684,-0.10078146308660507,-0.022897064685821533,0.12023556232452393,0.2246045172214508,-1.781208314204149
Bipolar Disorder,Neuropsychiatric,0.1950238049030304,0.1941768378019333,0.1407514065504074,0.07343689352273941,0.0426926426589489,-0.09290922433137894,-0.06295925378799438,-0.07739578932523727,0.17796336114406586,0.08792762458324432,-1.9607517639919876
Mood Disorder,Neuropsychiatric,0.21822991967201233,0.23377728462219238,0.2686118483543396,0.15032723546028137,0.055148400366306305,-0.0937289446592331,-0.08410666137933731,0.0021645836532115936,0.18531398475170135,0.09665102511644363,-2.0749568425086795
Schizophrenia Related Psychosis,Neuropsychiatric,,,,,,,,,,,
Anxiety Phobic Disorder,Neuropsychiatric,,,,,,,,,,,
Conduct Disorder,Neuropsychiatric,0.1001596599817276,0.1260136365890503,0.061429280787706375,0.139420285820961,0.01619783416390419,-0.00794726237654686,-0.033375076949596405,-0.01063584629446268,0.14753296971321106,0.10392515361309052,-1.4827798190844261
Tics Tourettes,Neuropsychiatric,,,,,,,,,,,
Psychogenic Somatoform Disorder,Neuropsychiatric,,,,,,,,,,,
NOS Neuropsychiatric Disorder,Neuropsychiatric,,,,,,,,,,,
ADHD,Neuropsychiatric,0.171493798494339,0.06925374269485474,0.19086968898773193,0.0811273530125618,-0.026456478983163834,0.008984179235994816,-0.09929472953081131,-0.003335747867822647,0.15764610469341278,0.0549800805747509,-1.1593845376147156
Sleep Disorder,Neuropsychiatric,0.08414748311042786,0.10304310917854309,0.3585425317287445,0.22388485074043274,0.07493306696414948,-0.056895479559898376,-0.16029560565948486,-0.05831775441765785,0.09778112173080444,0.2646077275276184,-2.024208077602785
General Dementia,Neuropsychiatric,-0.018085233867168427,-0.00031030550599098206,0.015260957181453705,0.08293910324573517,0.26683974266052246,0.06234022229909897,0.06839677691459656,-0.05173109844326973,0.0993518978357315,0.08753430843353271,-0.3512558072868551
Migraine,Neuropsychiatric,0.23507916927337646,0.22299174964427948,0.5459315180778503,0.28054335713386536,0.03594518080353737,-0.05184212699532509,-0.04455920308828354,0.13218316435813904,0.1410340815782547,0.31462836265563965,-1.6280242998578727
Alzheimers Disease,Neuropsychiatric,0.36510932445526123,0.35388556122779846,0.18577001988887787,0.23558276891708374,0.06942969560623169,-0.05077638477087021,-0.06582283973693848,0.002734322100877762,0.07376229017972946,0.24696467816829681,-2.2301442200443993
NOS Recurrent Headaches,Neuropsychiatric,,,,,,,,,,,
Substance Abuse,Neuropsychiatric,0.09964606910943985,0.23577351868152618,0.24260009825229645,0.1686621755361557,0.1333867311477661,-0.10162077844142914,-0.08690565824508667,0.06923507899045944,0.027642879635095596,0.08252346515655518,-2.5539006158438773
Multiple Myeloma,Neoplastic,0.010366898961365223,0.2755908966064453,0.0906262993812561,0.202353373169899,-0.005338875576853752,-0.0782342329621315,-0.038853734731674194,0.1969064474105835,-0.20678932964801788,0.12053232640028,-2.154080342578673
Esophageal Cancer,Neoplastic,-0.09994465112686157,0.2919178605079651,0.13807648420333862,0.035044871270656586,-0.0408233106136322,0.01228492520749569,-0.04008585214614868,0.34218156337738037,-0.032835960388183594,-0.00010051717981696129,-0.5623134060377495
Stomach Cancer,Neoplastic,-0.08237425237894058,0.363051176071167,0.049771759659051895,0.05501027777791023,0.006507414858788252,-0.028314370661973953,-0.02512870356440544,0.28025203943252563,0.06771121174097061,-0.013482759706676006,-1.0255444707879777
Pancreatic Cancer,Neoplastic,-0.08092606067657471,0.34039172530174255,0.16236209869384766,0.05317152291536331,-0.09008647501468658,0.03430726006627083,0.021762648597359657,0.29164254665374756,0.007894659414887428,-0.015317017212510109,-0.6837227706455243
Generalized Digestive Cancer,Neoplastic,,,,,,,,,,,
Myeloid Leukemia,Neoplastic,0.0009855274111032486,0.323412150144577,0.22726567089557648,0.2960461974143982,-0.009851369075477123,-0.062173716723918915,-0.05773337930440903,0.16392728686332703,-0.06551267206668854,0.2050505131483078,-2.2850806726199115
Bone Cancer,Neoplastic,0.064581498503685,0.3027440309524536,0.32165566086769104,0.16321301460266113,0.011930758133530617,-0.08219033479690552,0.0008797599002718925,0.25862249732017517,-0.09737539291381836,0.06384412944316864,-2.065025500293241
Hodgkins Disease,Neoplastic,-0.0180510263890028,0.2836917042732239,0.09798800945281982,0.23156562447547913,-0.0414908342063427,-0.0024988893419504166,-0.043107375502586365,0.34257274866104126,-0.043003521859645844,0.11423534154891968,-1.0514204918888654
Lung Cancer,Neoplastic,-0.07828930020332336,0.42913174629211426,0.16181452572345734,0.07936210930347443,-0.05276644229888916,-0.006074238568544388,-0.06275350600481033,0.26469886302948,-0.03493187949061394,-0.04301895946264267,-1.6569566551774724
Lymphoid Leukemia,Neoplastic,-0.029846318066120148,0.229159414768219,0.032900843769311905,0.2186231017112732,-0.021657995879650116,-0.02522905543446541,-0.022866275161504745,0.18883107602596283,-0.031641922891139984,0.15303388237953186,-1.4723107597785132
Brain Cancer,Neoplastic,-0.0247713103890419,0.3312836289405823,0.08209042996168137,0.04511898010969162,-0.025035787373781204,-0.05924195796251297,0.06106314808130264,0.14844073355197906,0.08316323161125183,-0.02878791093826294,-1.5387465452063327
Hepatobiliary Cancer,Neoplastic,-0.09401487559080124,0.18146340548992157,0.058249007910490036,0.00048297224566340446,-0.14858879148960114,-0.08078484982252121,0.02865433692932129,0.10080514848232269,-0.050293367356061935,-0.007978657260537148,-1.0582203012711189
Ovarian Cancer,Neoplastic,-0.05177462846040726,0.36471933126449585,0.12672369182109833,0.020701110363006592,-0.11367888748645782,0.020402662456035614,-0.053351983428001404,0.30154949426651,0.06222392991185188,-0.08089688420295715,-0.5854049410425862
Connective Tissue Cancer,Neoplastic,-0.019846804440021515,0.15880362689495087,0.012922927737236023,0.0619925893843174,0.006858792155981064,-0.02519184909760952,-0.012393012642860413,0.013260893523693085,-0.05149919167160988,0.009233342483639717,-3.541890463077151
Secondary Malignant Neoplasm,Neoplastic,0.06778886169195175,0.3210994005203247,0.11096596717834473,0.08394786715507507,0.03986392170190811,-0.1458400934934616,-0.024017293006181717,0.1467873901128769,-0.10762841999530792,0.0034671826288104057,-2.7878912048201916
Colorectal Cancer,Neoplastic,-0.05821971222758293,0.3912512958049774,0.11263871937990189,0.03736737370491028,-0.06170410290360451,0.036923252046108246,0.005795106291770935,0.31404244899749756,0.04577897861599922,-0.10419682413339615,-0.6648565712864956
Kidney Cancer,Neoplastic,-0.019269846379756927,0.400287002325058,0.04540262743830681,0.0869477167725563,-0.06437231600284576,-0.06256815046072006,-0.030367914587259293,0.2273445874452591,-0.03198636323213577,-0.007076672278344631,-1.9522427124789068
Breast Cancer,Neoplastic,-0.036585450172424316,0.30555424094200134,0.20004913210868835,0.008057650178670883,-0.10646794736385345,0.004230476915836334,-0.023151718080043793,0.27689266204833984,0.06595053523778915,-0.1013738214969635,-0.6485169137542987
CNS cancer,Neoplastic,0.17715142667293549,0.09006162732839584,-0.09348586201667786,0.05248851329088211,-0.04434388875961304,0.19939196109771729,0.14513543248176575,0.1439991295337677,0.11815158277750015,0.004374634008854628,1.6412263545781807
Myeloproliferative Disease,Neoplastic,-0.030841078609228134,0.1838088482618332,0.0857568234205246,0.294976145029068,0.07063858956098557,-0.06175989285111427,-0.08804212510585785,0.13722968101501465,-0.11330995708703995,0.26745957136154175,-1.8556369296145057
Uterine Cancer,Neoplastic,-0.05187218263745308,0.3112569749355316,0.20037834346294403,0.12729385495185852,-0.053836315870285034,0.019014645367860794,0.017650235444307327,0.32363367080688477,0.11066218465566635,0.020723002031445503,-0.5900023792721495
Bladder Cancer,Neoplastic,0.09907925873994827,0.3299455940723419,0.14747799932956696,0.045360952615737915,-0.10243252664804459,0.050169140100479126,-0.09743715077638626,0.37570667266845703,-0.08394763618707657,-0.03700830042362213,-0.6560689128380565
Benign Intrathoracic Neoplasm,Neoplastic,,,,,,,,,,,
Benign CNS Neoplasm,Neoplastic,,,,,,,,,,,
Prostate Cancer,Neoplastic,0.08967529982328415,0.2598133087158203,0.24995753169059753,-0.002337489277124405,-0.07178346812725067,0.02964836172759533,0.009685974568128586,0.2869890630245209,0.0313895046710968,-0.07078155875205994,-0.5868461465583735
Melanoma,Neoplastic,0.14146289229393005,0.27928006649017334,0.172620490193367,0.022160448133945465,-0.11689575016498566,0.006903378292918205,0.0029803840443491936,0.29305192828178406,0.057200852781534195,0.009443234652280807,-0.4690055275654711
Cervical Cancer,Neoplastic,-0.09430712461471558,0.27215683460235596,0.09548217058181763,-0.0036655250005424023,-0.0921265259385109,0.046027280390262604,-0.05229856073856354,0.3506659269332886,0.03858290612697601,-0.11106131225824356,0.1546921326529756
NOS cancer,Neoplastic,,,,,,,,,,,
Benign Endocrine Neoplasm,Neoplastic,,,,,,,,,,,
Benign Urinary Neoplasm,Neoplastic,,,,,,,,,,,
Female Genital Cancer,Neoplastic,-0.025247249752283096,0.07173280417919159,0.12782461941242218,0.059885792434215546,4.607066512107849e-05,-0.14007630944252014,-0.029120182618498802,-0.05058930069208145,0.02952888421714306,0.009833814576268196,-3.3446123625829447
Benign Breast Neoplasm,Neoplastic,,,,,,,,,,,
Benign Oropharyngeal Neoplasm,Neoplastic,,,,,,,,,,,
NOS Benign Neoplasm,Neoplastic,,,,,,,,,,,
Benign Bone Connective Tissue Neoplasm,Neoplastic,,,,,,,,,,,
Male Genital Cancer,Neoplastic,,,,,,,,,,,
Hemangioma Lymphangioma,Neoplastic,-0.0157973263412714,0.0667957291007042,0.018437355756759644,-0.01539789978414774,-0.06878797709941864,-0.05793675035238266,0.02302573248744011,-0.013533731922507286,0.0046050697565078735,-0.034454286098480225,-1.545720272840718
Benign Eye Neoplasm,Neoplastic,,,,,,,,,,,
Benign Prostatic Hyperplasia,Neoplastic,0.0792376771569252,0.042636699974536896,0.19747376441955566,0.15907765924930573,0.04677966609597206,-0.07006548345088959,-0.17361310124397278,0.19970287382602692,-0.09927209466695786,0.08739450573921204,-1.4922060860613051
Benign Digestive Neoplasm,Neoplastic,,,,,,,,,,,
Benign Skin Neoplasm,Neoplastic,,,,,,,,,,,
Benign Male Genital Neoplasm,Neoplastic,,,,,,,,,,,
Benign Colon Neoplasm,Neoplastic,,,,,,,,,,,
Lipoma,Neoplastic,-0.05170026421546936,0.10857369005680084,0.24205322563648224,0.16706903278827667,-0.08066722750663757,-0.04437321051955223,-0.00883001834154129,0.05983268842101097,0.11418231576681137,0.21184377372264862,-1.0743245022335246
Benign Female Genital Neoplasm,Neoplastic,,,,,,,,,,,
Benign Uterine Neoplasm,Neoplastic,,,,,,,,,,,
