Disorder,Category,ache,death,pain,severe,suffer,summary
Vasculitis,Immune,0.08105859905481339,0.28993934392929077,0.34236428141593933,0.3620407283306122,-0.03032105043530464,3.5681317979028773
Food Allergy,Immune,0.030635805800557137,0.2391578108072281,0.2497795969247818,0.13269221782684326,-0.07605203241109848,3.232695320674192
Rheumatoid Arthritis Related Conditions,Immune,-0.01690233312547207,0.13825571537017822,0.4043484926223755,0.33473509550094604,0.0850076675415039,3.46834807464183
Phlebitis Thrombophlebitis,Immune,-0.11116471141576767,0.23882947862148285,0.414024293422699,0.39235255122184753,0.00313540268689394,3.3641353307817776
NOS Hepatitis,Immune,-0.08254482597112656,0.18118047714233398,0.19962309300899506,0.24771751463413239,-0.02165570855140686,3.234223500105461
Secondary Arthropathy,Immune,0.06958358734846115,0.17783823609352112,0.361515074968338,0.4361029863357544,0.03624900430440903,3.5700264617189537
NOS Autoimmune Disease,Immune,-0.01354421116411686,0.28688570857048035,0.20268338918685913,0.2529018521308899,0.05235516279935837,3.8908556395102583
Inflammatory Spondylopathies,Immune,-0.00946437194943428,-0.03430572897195816,0.30635643005371094,0.1816979944705963,-0.2171775996685028,1.3758479680416955
Ulcerative Colitis,Immune,0.005277356132864952,0.1426413208246231,0.27288535237312317,0.2258690595626831,-0.051885705441236496,3.3452371707234203
IBS Crohns Disease,Immune,0.11945927143096924,-0.012276053428649902,0.40564489364624023,0.128475159406662,-0.03496637940406799,2.4528085010186396
Chronic Sinusitis,Immune,-0.12323208153247833,0.11123023927211761,0.2281569242477417,0.2990852892398834,-0.003513634204864502,3.014439373089617
Septic Arthritis,Immune,-0.08995339274406433,0.22369208931922913,0.2871510088443756,0.3513845205307007,-0.014229868538677692,3.3805894502225065
Multiple Sclerosis Other Demyelinating Disease,Immune,0.1143849715590477,0.18592536449432373,0.26531094312667847,0.23185501992702484,0.07635997235774994,3.341683955209733
Lupus Erythematosus,Immune,0.015597853809595108,0.12338219583034515,0.201956108212471,0.2347949892282486,0.012279298156499863,3.7450282195864024
Psoriasis Related Disorders,Immune,0.10261116921901703,0.19207043945789337,0.2957563102245331,0.24764268100261688,-0.022360339760780334,3.3658118857048724
Type I Diabetes Mellitus,Immune,-0.03209315985441208,0.07569298893213272,0.058404773473739624,0.2580118179321289,0.10892261564731598,3.3228181493269067
Sjogrens Syndrome,Immune,0.1328357458114624,0.011093372479081154,0.1621347963809967,0.2244001179933548,0.019219808280467987,2.93031551212057
Upper Respiratory Inflammation,Immune,-0.1622772365808487,0.06501027196645737,0.3068305253982544,0.18238908052444458,0.008904137648642063,2.5235758219833193
Eye Inflammation,Immune,-0.022203335538506508,0.03377602621912956,0.23760315775871277,0.29987090826034546,0.00012668967247009277,3.469158114777924
NOS White Blood Cell Disease,Immune,,,,,,
NOS Immune Disorder,Immune,-0.07164889574050903,0.21670839190483093,0.1519654095172882,0.30173107981681824,0.056512363255023956,3.4909298023759328
Fasciitis,Immune,0.0713498592376709,0.19731508195400238,0.32047536969184875,0.3438778221607208,-0.01686852239072323,3.538449143077561
Behcets Syndrome,Immune,0.07511844485998154,0.12413141131401062,0.3005009889602661,0.2827487885951996,-0.13930678367614746,2.657456065703932
Osteoarthritis,Immune,0.10677593946456909,0.18116377294063568,0.5304529666900635,0.30726802349090576,0.0783560574054718,3.3136896807318426
Lymphatic Disorder,Immune,-0.01777815818786621,0.24763698875904083,0.2437296211719513,0.23105064034461975,0.011299964040517807,3.8568409661994223
Esophagitis,Immune,-0.08445276319980621,0.11072345823049545,0.289608359336853,0.33641311526298523,-0.13881397247314453,2.5062342479857582
Osteomyelitis,Immune,0.012789499014616013,0.2814072370529175,0.34060466289520264,0.3730924725532532,-0.003997057676315308,3.8798800686541925
Rheumatic Heart Disease,Immune,0.0005897842347621918,0.3672950863838196,0.1668723225593567,0.4029487073421478,0.04810790345072746,4.103911716194384
Acute Sinusitis,Immune,-0.04239843040704727,0.18360961973667145,0.2592807412147522,0.34137725830078125,0.009535195305943489,3.6331820049634453
Chronic Tonsillitis Adenoiditis,Immune,-0.1514272391796112,0.17760249972343445,0.13143017888069153,0.21232207119464874,0.043118566274642944,2.886436109379975
Thyroiditis,Immune,0.050425589084625244,0.19526983797550201,0.2402912974357605,0.2733471691608429,-0.023144463077187538,3.571662267342134
Pleuritis,Immune,-0.07161293178796768,0.19470804929733276,0.28913938999176025,0.3454875349998474,-0.020079094916582108,3.3779003563242895
Atopic Contact Dermatitis,Immune,0.09394326061010361,0.24072635173797607,0.2642420828342438,0.28059691190719604,-0.016769543290138245,3.5470571579866754
Gastritis Duodenitis,Immune,0.14850832521915436,0.2210635095834732,0.2569705545902252,0.30183663964271545,-0.07264210283756256,3.0836510754042235
Graves Disease,Immune,0.0803673267364502,0.1143631786108017,0.12805262207984924,0.19749917089939117,0.027788393199443817,3.4337077043598887
Cystitis Urethritis,Immune,-0.035746730864048004,0.21929143369197845,0.31800949573516846,0.39243900775909424,-0.03786353021860123,3.497052077583983
Stuttering,Neuropsychiatric,0.03623146191239357,0.19968099892139435,0.36111533641815186,0.25390830636024475,-0.0195197444409132,3.555121387551646
Speech Language Disorder,Neuropsychiatric,0.12447835505008698,0.047080148011446,0.20729514956474304,0.21601080894470215,-0.04903963953256607,2.7142683165395396
Autism,Neuropsychiatric,0.3039886951446533,0.13121949136257172,0.1528020203113556,0.13188078999519348,-0.0048887766897678375,2.671484346387261
NOS Childhood Psychoses,Neuropsychiatric,0.0016028257086873055,0.1529853343963623,0.2017136514186859,0.20478935539722443,0.04614843428134918,3.759841646654238
OCD,Neuropsychiatric,0.19670931994915009,0.045255787670612335,0.2774306833744049,0.10704778134822845,-0.023046080023050308,2.5210244194174494
Eating Disorder,Neuropsychiatric,0.048205964267253876,0.15115177631378174,0.3636845052242279,0.1652386635541916,0.0456475093960762,3.4205592795966115
Personality Disorder,Neuropsychiatric,0.1734272539615631,0.15287257730960846,0.17895802855491638,0.13040302693843842,0.014395009726285934,3.115218805509753
Impulse Control Disorder,Neuropsychiatric,0.1070416122674942,0.1533370167016983,0.2130144089460373,0.16075342893600464,0.05439413711428642,3.2889446164021563
PTSD,Neuropsychiatric,0.15356741845607758,0.23354843258857727,0.41539183259010315,0.19534337520599365,-0.0160354133695364,3.271360102106429
Adjustment Disorder,Neuropsychiatric,0.06357933580875397,0.06287574768066406,0.1317974328994751,0.14673487842082977,-0.04575113207101822,2.8149083044491667
Depression,Neuropsychiatric,0.23146182298660278,0.3990122079849243,0.6032929420471191,0.37676122784614563,0.05431026965379715,3.3949642802188293
Learning Disorder,Neuropsychiatric,0.09314585477113724,-0.0038049784488976,0.14764676988124847,0.23415561020374298,0.0030802059918642044,3.0297693487084283
Bipolar Disorder,Neuropsychiatric,0.17572854459285736,0.19073574244976044,0.16371187567710876,0.11977101117372513,0.005408456549048424,3.220303211923271
Mood Disorder,Neuropsychiatric,0.22140491008758545,0.23741813004016876,0.23481988906860352,0.13275951147079468,0.023711439222097397,3.1659477812222554
Schizophrenia Related Psychosis,Neuropsychiatric,0.2570798993110657,0.20705464482307434,0.23293808102607727,0.14496299624443054,-0.004539154469966888,3.026243062694209
Anxiety Phobic Disorder,Neuropsychiatric,0.13983218371868134,0.22853267192840576,0.6274329423904419,0.3031243085861206,0.08188994228839874,3.288696309560203
Conduct Disorder,Neuropsychiatric,0.044484831392765045,-0.005917438305914402,0.02140878513455391,0.16272661089897156,-0.007878091186285019,2.946484442966053
Tics Tourettes,Neuropsychiatric,0.2231498658657074,-0.058984845876693726,0.16457165777683258,0.09786632657051086,0.07779098302125931,1.5569479946538964
Psychogenic Somatoform Disorder,Neuropsychiatric,0.19455400109291077,-0.087755486369133,0.225310280919075,0.17355555295944214,0.16005970537662506,1.7189596113686734
NOS Neuropsychiatric Disorder,Neuropsychiatric,0.29877573251724243,0.19174759089946747,0.21219857037067413,0.17624372243881226,0.005906674079596996,2.9505926048817437
ADHD,Neuropsychiatric,0.21949610114097595,0.07165750861167908,0.18808399140834808,0.11424757540225983,-0.050445303320884705,2.326548222505668
Sleep Disorder,Neuropsychiatric,0.11499346792697906,0.20004941523075104,0.42209282517433167,0.2659304141998291,0.06911110132932663,3.342229996414792
General Dementia,Neuropsychiatric,0.3218981921672821,0.41530048847198486,0.3239000737667084,0.3317510783672333,0.026269150897860527,3.346895873949413
Migraine,Neuropsychiatric,0.1838049590587616,0.2901018261909485,0.528903603553772,0.3104744553565979,0.04857838898897171,3.3484122260462468
Alzheimers Disease,Neuropsychiatric,0.36971238255500793,0.27852708101272583,0.1313394457101822,0.1972266435623169,0.05689803138375282,2.9593287751463477
NOS Recurrent Headaches,Neuropsychiatric,0.02993127889931202,0.237413689494133,0.5491252541542053,0.37318259477615356,0.09631326794624329,3.537987864488876
Substance Abuse,Neuropsychiatric,0.1491166204214096,0.25365468859672546,0.3006986081600189,0.12801456451416016,0.09867572784423828,3.2563160309118606
Multiple Myeloma,Neoplastic,-0.06867557764053345,0.2808173596858978,0.11555463820695877,0.2243165820837021,-0.02795272506773472,3.517881810008803
Esophageal Cancer,Neoplastic,-0.05118391662836075,0.3425787687301636,0.18759512901306152,0.05430888384580612,-0.08883792161941528,3.124969729959773
Stomach Cancer,Neoplastic,0.04063018411397934,0.328077107667923,0.05612576752901077,0.009677048772573471,-0.09480851143598557,3.208812489537725
Pancreatic Cancer,Neoplastic,-0.030802585184574127,0.36149612069129944,0.20875075459480286,0.08546535670757294,-0.030329667031764984,3.7443719439106706
Generalized Digestive Cancer,Neoplastic,-0.12635228037834167,0.2737089693546295,0.11843469738960266,0.04760366305708885,-0.029212191700935364,2.905178298039155
Myeloid Leukemia,Neoplastic,0.03338734060525894,0.34655994176864624,0.17686818540096283,0.21071583032608032,-0.07621721178293228,3.5404157380982473
Bone Cancer,Neoplastic,0.04907168447971344,0.3243831694126129,0.290345162153244,0.1798527091741562,0.03211557865142822,3.797425640208225
Hodgkins Disease,Neoplastic,0.07174661010503769,0.316185861825943,0.1379893720149994,0.18315383791923523,-0.09317401051521301,3.2569802029755324
Lung Cancer,Neoplastic,0.0029601547867059708,0.4976402819156647,0.15471357107162476,0.03746316209435463,-0.07656622678041458,3.837067407422237
Lymphoid Leukemia,Neoplastic,0.05582418665289879,0.25508129596710205,-0.001538634765893221,0.16062325239181519,0.005485959351062775,4.137636434511783
Brain Cancer,Neoplastic,0.006843348033726215,0.2929573357105255,0.036737941205501556,0.003284778445959091,0.02278854139149189,4.5242857284594615
Hepatobiliary Cancer,Neoplastic,-0.06260347366333008,0.2836134135723114,0.1356290876865387,0.12432928383350372,0.007813721895217896,3.7057593997374485
Ovarian Cancer,Neoplastic,-0.02513435110449791,0.36092761158943176,0.13236019015312195,0.017440717667341232,-0.11059747636318207,3.13267813722308
Connective Tissue Cancer,Neoplastic,-0.03583196923136711,0.3058825433254242,0.1351647824048996,0.03315823897719383,-0.05491265654563904,3.401862269981123
Secondary Malignant Neoplasm,Neoplastic,0.029556578025221825,0.28761595487594604,-0.04008284956216812,0.12237441539764404,-0.06188535690307617,3.163558279821907
Colorectal Cancer,Neoplastic,-0.03722282871603966,0.35352063179016113,0.18499620258808136,0.04802441596984863,-0.09990153461694717,3.1473977615969533
Kidney Cancer,Neoplastic,-0.0732283890247345,0.3692724108695984,0.058660008013248444,0.054430488497018814,-0.050040438771247864,3.412560217321654
Breast Cancer,Neoplastic,-0.007087396457791328,0.3816641867160797,0.23101796209812164,0.01862959749996662,-0.10808360576629639,3.2855931455709366
CNS cancer,Neoplastic,0.0690823346376419,0.17694322764873505,0.012829333543777466,-0.06482440233230591,-0.030959872528910637,1.8922588777132312
Myeloproliferative Disease,Neoplastic,-0.03293889760971069,0.2421783059835434,0.0316610112786293,0.3001601994037628,0.04448053985834122,3.933777989131939
Uterine Cancer,Neoplastic,-0.01733272522687912,0.3656315207481384,0.12093305587768555,0.024716826155781746,-0.07619260251522064,3.5054275006227917
Bladder Cancer,Neoplastic,0.03268462046980858,0.3601824939250946,0.1803649514913559,0.032751526683568954,-0.08888396620750427,3.350178159108149
Benign Intrathoracic Neoplasm,Neoplastic,,,,,,
Benign CNS Neoplasm,Neoplastic,-0.15246671438217163,0.20995114743709564,0.058216359466314316,0.12037776410579681,0.07836764305830002,2.7611247854932977
Prostate Cancer,Neoplastic,0.03199455142021179,0.3746970295906067,0.2643844485282898,0.049139656126499176,-0.06765132397413254,3.5029884330070287
Melanoma,Neoplastic,0.11961503326892853,0.3164059519767761,0.1720408797264099,0.045397188514471054,-0.10154563188552856,2.9089421101226773
Cervical Cancer,Neoplastic,0.008996162563562393,0.3513554036617279,0.20050904154777527,0.0038653742522001266,-0.11133517324924469,3.1951125118980506
NOS cancer,Neoplastic,-0.030957886949181557,0.5235068798065186,0.31635913252830505,0.12394601851701736,-0.0430959016084671,3.8013065916017665
Benign Endocrine Neoplasm,Neoplastic,-0.0982079803943634,0.10790488868951797,-0.05605384707450867,0.028007106855511665,-0.02592819556593895,1.0544917100416362
Benign Urinary Neoplasm,Neoplastic,,,,,,
Female Genital Cancer,Neoplastic,-0.014265278354287148,0.19093546271324158,0.1490405797958374,0.030980078503489494,-0.13141554594039917,2.416828699678089
Benign Breast Neoplasm,Neoplastic,-0.029538126662373543,0.06310075521469116,-0.007049180567264557,-0.032287441194057465,-0.039965346455574036,0.3241675843259565
Benign Oropharyngeal Neoplasm,Neoplastic,,,,,,
NOS Benign Neoplasm,Neoplastic,0.04137514531612396,0.30704882740974426,0.21317675709724426,0.1424298733472824,-0.07396960258483887,3.3906544270323082
Benign Bone Connective Tissue Neoplasm,Neoplastic,0.0538334846496582,0.10719718784093857,0.08928761631250381,0.08906780183315277,-0.15319152176380157,1.8424922565497603
Male Genital Cancer,Neoplastic,0.09497280418872833,0.27866458892822266,0.14743854105472565,0.17241807281970978,-0.05385489761829376,3.3619824054582894
Hemangioma Lymphangioma,Neoplastic,-0.04784185066819191,0.2250363826751709,0.19655288755893707,0.3050026595592499,0.001270419918000698,3.7250671094002374
Benign Eye Neoplasm,Neoplastic,,,,,,
Benign Prostatic Hyperplasia,Neoplastic,0.05705704167485237,0.05460613593459129,0.21128599345684052,0.14558227360248566,0.011367211118340492,3.2694594982591245
Benign Digestive Neoplasm,Neoplastic,,,,,,
Benign Skin Neoplasm,Neoplastic,-0.0026573846116662025,0.1923510730266571,0.07286819815635681,0.14241178333759308,-0.052058663219213486,3.554109831218133
Benign Male Genital Neoplasm,Neoplastic,-0.09539492428302765,0.13947416841983795,0.039310991764068604,0.05863956734538078,0.010069688782095909,2.842335484575192
Benign Colon Neoplasm,Neoplastic,-0.026620885357260704,0.006676931865513325,0.02113734558224678,-0.0012179166078567505,-0.07625182718038559,-0.6610785931113006
Lipoma,Neoplastic,0.04575399309396744,0.1212475597858429,0.19338040053844452,0.1779755800962448,-0.03679915517568588,3.252047729692064
Benign Female Genital Neoplasm,Neoplastic,,,,,,
Benign Uterine Neoplasm,Neoplastic,-0.09936635941267014,0.07692895084619522,0.10183723270893097,0.017567506060004234,-0.015301727689802647,2.0271802574876596
