Disorder,Category,ache,death,pain,severe,suffer,summary
Sjogrens Syndrome,Immune,0.08564774692058563,0.028125282377004623,0.10013299435377121,0.1987755447626114,-0.03703450784087181,2.77443118250586
Upper Respiratory Inflammation,Immune,,,,,,
Eye Inflammation,Immune,0.1265343874692917,0.07405710220336914,0.4165116548538208,0.27852359414100647,-0.04084060713648796,2.9672876879150776
NOS White Blood Cell Disease,Immune,,,,,,
NOS Immune Disorder,Immune,0.008158829994499683,0.23693090677261353,0.1139761358499527,0.23930002748966217,0.04663644731044769,4.008070337013672
Fasciitis,Immune,-0.049964629113674164,0.16599053144454956,0.39780470728874207,0.3082747757434845,-0.0076192207634449005,3.4327430173597566
Behcets Syndrome,Immune,0.14270541071891785,0.058868616819381714,0.16234363615512848,0.30039653182029724,0.024188581854104996,3.1576382343467815
Osteoarthritis,Immune,0.057844314724206924,0.2408040314912796,0.570723295211792,0.28087663650512695,0.07603983581066132,3.465434042646357
Lymphatic Disorder,Immune,-0.10654871165752411,0.11169254034757614,0.05652213469147682,0.14762172102928162,-0.08400184661149979,2.0615925748225696
Esophagitis,Immune,-0.036780547350645065,0.18192705512046814,0.3417965769767761,0.3237740993499756,-0.047888029366731644,3.3229744206776384
Osteomyelitis,Immune,-0.018330302089452744,0.31281185150146484,0.3887442946434021,0.32557424902915955,-0.02256830222904682,3.71630567418352
Rheumatic Heart Disease,Immune,-0.0016421140171587467,0.29361841082572937,0.10468468070030212,0.261796772480011,-0.032608553767204285,3.9785005384454744
Acute Sinusitis,Immune,0.016004687175154686,0.12452735751867294,0.2641424834728241,0.2979499101638794,0.024400761350989342,3.674797090547667
Chronic Tonsillitis Adenoiditis,Immune,-0.004817195236682892,0.08218703418970108,0.31817319989204407,0.2887485921382904,0.025374123826622963,3.5678849899070055
Thyroiditis,Immune,0.04381849616765976,0.21449463069438934,0.2249537855386734,0.2404230386018753,-0.02733234502375126,3.592676921699488
Pleuritis,Immune,0.06462457776069641,0.09332369267940521,0.24651479721069336,0.4409126341342926,-0.02806219458580017,3.4098744656376714
Atopic Contact Dermatitis,Immune,0.10256124287843704,0.2222553789615631,0.24506862461566925,0.2646959125995636,0.013011639937758446,3.579373191244063
Gastritis Duodenitis,Immune,0.1062541976571083,0.24530257284641266,0.27158278226852417,0.2565368413925171,-0.05364005267620087,3.285469445322631
Graves Disease,Immune,0.15501053631305695,0.170824334025383,0.09402323514223099,0.1747574806213379,-0.02700546756386757,3.1147929881168523
Cystitis Urethritis,Immune,0.045432236045598984,0.2792423367500305,0.37758809328079224,0.38766056299209595,-0.01742572896182537,3.6936856841931336
Stuttering,Neuropsychiatric,0.047591619193553925,0.11072027683258057,0.24077892303466797,0.143495112657547,0.05717609077692032,3.3544344743174475
Speech Language Disorder,Neuropsychiatric,0.05960613861680031,0.08627805858850479,0.21253828704357147,0.24103887379169464,0.07578691840171814,3.3237265506031513
Autism,Neuropsychiatric,0.14263491332530975,0.08093030750751495,0.14120467007160187,0.11502467095851898,0.033729854971170425,2.9179894971540463
NOS Childhood Psychoses,Neuropsychiatric,,,,,,
OCD,Neuropsychiatric,0.19148345291614532,0.05473366752266884,0.2818528711795807,0.04238126426935196,-0.011723145842552185,2.502324329497769
Eating Disorder,Neuropsychiatric,0.05181584134697914,0.13542431592941284,0.40592601895332336,0.12665440142154694,0.047307658940553665,3.3214113102410225
Personality Disorder,Neuropsychiatric,0.15749801695346832,0.19390706717967987,0.2263915091753006,0.16966958343982697,-0.010191619396209717,3.252791679681571
Impulse Control Disorder,Neuropsychiatric,0.1415352076292038,0.15564613044261932,0.23594219982624054,0.2225470393896103,0.0850696712732315,3.197087285908861
PTSD,Neuropsychiatric,0.1312818080186844,0.2431769073009491,0.39438340067863464,0.20129084587097168,0.009609067812561989,3.4240626246869037
Adjustment Disorder,Neuropsychiatric,0.1062597706913948,0.13211756944656372,0.17849291861057281,0.21337588131427765,0.03684842959046364,3.3421449665716554
Depression,Neuropsychiatric,0.25021877884864807,0.3535989224910736,0.5867388844490051,0.3746735453605652,0.060221269726753235,3.3206571187780534
Learning Disorder,Neuropsychiatric,0.09343735128641129,0.01671523228287697,0.12980709969997406,0.17010925710201263,0.06822756677865982,2.8921954333495643
Bipolar Disorder,Neuropsychiatric,0.20997858047485352,0.2047809362411499,0.15750432014465332,0.08962318301200867,0.041002970188856125,3.05438251347469
Mood Disorder,Neuropsychiatric,0.22183449566364288,0.25649750232696533,0.26633718609809875,0.16136957705020905,0.03683354705572128,3.2056079509772957
Schizophrenia Related Psychosis,Neuropsychiatric,0.18682308495044708,0.16687312722206116,0.2231404036283493,0.08861308544874191,-0.008384589105844498,3.010076994536989
Anxiety Phobic Disorder,Neuropsychiatric,0.16773711144924164,0.25196874141693115,0.6114107370376587,0.30581793189048767,0.08933555334806442,3.2698967363802915
Conduct Disorder,Neuropsychiatric,0.0784929096698761,0.12027168273925781,0.055290140211582184,0.146360382437706,0.03218645602464676,3.457075253001922
Tics Tourettes,Neuropsychiatric,0.16687415540218353,-0.08211150020360947,0.11375793814659119,0.14701901376247406,0.10980679839849472,1.4611440010280288
Psychogenic Somatoform Disorder,Neuropsychiatric,0.12656252086162567,0.002094379160553217,0.22871626913547516,0.14515066146850586,0.08334358036518097,2.680594621260499
NOS Neuropsychiatric Disorder,Neuropsychiatric,0.2680889070034027,0.20960061252117157,0.21657736599445343,0.13126127421855927,0.04901212826371193,2.9602906309908463
ADHD,Neuropsychiatric,0.17069856822490692,0.04427126795053482,0.2124195545911789,0.09613018482923508,-0.03415823355317116,2.4127154100229875
Sleep Disorder,Neuropsychiatric,0.08912644535303116,0.07516738772392273,0.3397669792175293,0.21600978076457977,0.08799514919519424,3.123871748395038
General Dementia,Neuropsychiatric,0.30167147517204285,0.40517473220825195,0.38876083493232727,0.29439443349838257,0.040372900664806366,3.32231285353551
Migraine,Neuropsychiatric,0.19448329508304596,0.19274523854255676,0.5490115880966187,0.2752510607242584,0.028804384171962738,3.195897308682442
Alzheimers Disease,Neuropsychiatric,0.39686861634254456,0.2920181453227997,0.16081030666828156,0.21224378049373627,0.07098542898893356,2.9395877808866704
NOS Recurrent Headaches,Neuropsychiatric,0.02615543268620968,0.1310127228498459,0.39661362767219543,0.28425201773643494,-0.02002234011888504,3.459008307989142
Substance Abuse,Neuropsychiatric,0.12279332429170609,0.23462459444999695,0.2408028095960617,0.15483538806438446,0.1285235583782196,3.283552782753327
Multiple Myeloma,Neoplastic,0.017305511981248856,0.2731953561306,0.10416188836097717,0.19213087856769562,-0.006458560936152935,4.132094860736157
Esophageal Cancer,Neoplastic,-0.10689356178045273,0.2638716697692871,0.12314354628324509,0.031728312373161316,-0.05270348861813545,2.7724177705663933
Stomach Cancer,Neoplastic,-0.043838080018758774,0.3613140881061554,0.06174078956246376,0.07027935236692429,-0.01612827181816101,3.97038367029434
Pancreatic Cancer,Neoplastic,-0.08934459835290909,0.3354954719543457,0.172218918800354,0.04894599691033363,-0.07229252904653549,3.001525693952335
Generalized Digestive Cancer,Neoplastic,-0.06619435548782349,0.3345165550708771,0.0074934931471943855,0.064049132168293,-0.031782474368810654,3.613830048304565
Myeloid Leukemia,Neoplastic,-0.028680766001343727,0.3341818153858185,0.23820863664150238,0.3182002007961273,0.019835518673062325,3.907250510958209
Bone Cancer,Neoplastic,0.06997575610876083,0.2825271189212799,0.29569464921951294,0.1731634885072708,-0.023952452465891838,3.566066875176036
Hodgkins Disease,Neoplastic,-0.03412763401865959,0.28624364733695984,0.08240462839603424,0.22929053008556366,-0.026369525119662285,3.810131419721987
Lung Cancer,Neoplastic,-0.08414258062839508,0.42504897713661194,0.12838655710220337,0.07075116038322449,-0.07901071012020111,3.24033485540911
Lymphoid Leukemia,Neoplastic,0.03343912214040756,0.24451811611652374,0.06478403508663177,0.21195515990257263,-0.06661376357078552,3.4845314490944768
Brain Cancer,Neoplastic,-0.08374110609292984,0.31511348485946655,0.0686020478606224,0.04898645728826523,-0.024953674525022507,3.4053970062593164
Hepatobiliary Cancer,Neoplastic,-0.12402511388063431,0.2375301718711853,0.06906257569789886,-0.04136354476213455,-0.1151006668806076,1.4906909951266816
Ovarian Cancer,Neoplastic,-0.06354265660047531,0.3574821949005127,0.11847538501024246,0.009113104082643986,-0.10515208542346954,2.91456636063514
Connective Tissue Cancer,Neoplastic,-0.05481302738189697,0.11289982497692108,-0.05650222301483154,0.09894899278879166,0.10189928859472275,2.2109032967989117
Secondary Malignant Neoplasm,Neoplastic,0.0008865799754858017,0.32367634773254395,0.10304296761751175,0.07917192578315735,-0.10623670369386673,3.3157640398329593
Colorectal Cancer,Neoplastic,-0.04990701749920845,0.3892732262611389,0.11344145983457565,0.028431961312890053,-0.05559263378381729,3.517378606608049
Kidney Cancer,Neoplastic,-0.03525366261601448,0.3791498839855194,0.0841607004404068,0.11770805716514587,-0.013308839872479439,4.061736015437672
Breast Cancer,Neoplastic,-0.027384374290704727,0.3193577527999878,0.19232450425624847,0.001229502260684967,-0.10133418440818787,3.0369941818371453
CNS cancer,Neoplastic,0.22933344542980194,0.09935998171567917,-0.08367431163787842,0.07691416889429092,-0.0967661514878273,1.0054376641655152
Myeloproliferative Disease,Neoplastic,-0.11621017009019852,0.3412257730960846,0.1413566619157791,0.33016616106033325,0.026070397347211838,3.5462729825205472
Uterine Cancer,Neoplastic,-0.044771552085876465,0.2369002252817154,0.197682186961174,0.10615266859531403,-0.08726824074983597,2.947271673895576
Bladder Cancer,Neoplastic,0.09971316903829575,0.29331883788108826,0.13430428504943848,0.03929172083735466,-0.09655274450778961,2.915165415468511
Benign Intrathoracic Neoplasm,Neoplastic,,,,,,
Benign CNS Neoplasm,Neoplastic,,,,,,
Prostate Cancer,Neoplastic,0.08010157942771912,0.26356732845306396,0.23267874121665955,-0.00021738000214099884,-0.09650994837284088,2.825963068381485
Melanoma,Neoplastic,0.13848626613616943,0.265302449464798,0.1783905029296875,0.008410058915615082,-0.11785851418972015,2.5380744364803185
Cervical Cancer,Neoplastic,-0.1058521494269371,0.2659713327884674,0.0769638791680336,-0.012406430207192898,-0.12380287796258926,1.9789252409756355
NOS cancer,Neoplastic,-0.03959675878286362,0.48415860533714294,0.31254905462265015,0.11907210946083069,-0.034438133239746094,3.764599321757304
Benign Endocrine Neoplasm,Neoplastic,-0.04164104536175728,-0.09163417667150497,0.13724356889724731,0.08331287652254105,0.10701903700828552,0.9964362723844358
Benign Urinary Neoplasm,Neoplastic,,,,,,
Female Genital Cancer,Neoplastic,-0.003128610085695982,0.16124995052814484,0.2518129348754883,0.1853768229484558,-0.08980585634708405,3.0670158123001316
Benign Breast Neoplasm,Neoplastic,-0.05204084515571594,-0.020822804421186447,0.04624082148075104,0.03382040560245514,-0.11124581098556519,-0.3961166294159759
Benign Oropharyngeal Neoplasm,Neoplastic,,,,,,
NOS Benign Neoplasm,Neoplastic,0.026728909462690353,0.29147806763648987,0.23174169659614563,0.1376035064458847,-0.11036229133605957,3.1444896291951387
Benign Bone Connective Tissue Neoplasm,Neoplastic,,,,,,
Male Genital Cancer,Neoplastic,,,,,,
Hemangioma Lymphangioma,Neoplastic,-0.11731748282909393,0.1941162496805191,0.18424367904663086,0.2819005250930786,-0.014268476516008377,3.1635679702582125
Benign Eye Neoplasm,Neoplastic,-0.0540032796561718,-0.011485621333122253,0.0012851054780185223,-0.036554910242557526,-0.12323694676160812,-2.208053749651264
Benign Prostatic Hyperplasia,Neoplastic,0.09612809866666794,0.03015609085559845,0.20493261516094208,0.20107020437717438,0.04445458948612213,3.0427775616170054
Benign Digestive Neoplasm,Neoplastic,,,,,,
Benign Skin Neoplasm,Neoplastic,-0.00273702060803771,0.13903474807739258,0.05946221947669983,0.09857341647148132,-0.08827494084835052,2.8049901652865716
Benign Male Genital Neoplasm,Neoplastic,0.02297903597354889,-0.057792507112026215,0.05744248628616333,0.029822710901498795,0.05920359119772911,0.6338750887263378
Benign Colon Neoplasm,Neoplastic,0.00396936759352684,0.08919299393892288,0.07107657939195633,0.06695596873760223,0.04544437676668167,3.693895820582209
Lipoma,Neoplastic,-0.03734094277024269,0.07438147813081741,0.23274701833724976,0.1739133894443512,-0.05116341635584831,2.855139933108245
Benign Female Genital Neoplasm,Neoplastic,,,,,,
Benign Uterine Neoplasm,Neoplastic,-0.05722636729478836,0.07830364257097244,-0.008090957999229431,0.10061245411634445,0.09785590320825577,2.6548054194352577
